zone,year,population,water_supply_mgd,water_demand_mgd,groundwater_extraction_mgd,groundwater_recharge_mgd,energy_consumption_mu,solar_capacity_mw,renewable_share_percent,waste_generated_tpd,waste_processed_tpd,landfill_dependency_percent,green_space_sqkm,tree_cover_percent,built_up_density_percent,ghg_emissions_mtco2,transport_emissions_mtco2,waste_emissions_mtco2,sustainability_score
West,1844,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1845,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1846,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1847,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1848,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1849,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1850,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1851,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1852,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1853,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1854,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1855,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1856,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1857,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1858,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1859,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1860,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1861,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1862,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1863,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1864,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1865,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1866,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1867,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1868,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1869,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1870,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1871,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1872,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1873,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1874,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1875,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1876,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1877,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1878,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1879,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1880,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1881,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1882,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1883,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1884,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1885,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1886,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1887,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1888,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1889,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1890,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1891,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1892,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1893,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1894,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1895,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1896,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1897,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1898,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1899,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1900,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1901,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1902,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1903,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1904,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.021,42.13
West,1905,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.025,42.13
West,1906,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.03,42.13
West,1907,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.034,42.13
West,1908,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.039,42.13
West,1909,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.043,42.13
West,1910,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.048,42.13
West,1911,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.052,42.13
West,1912,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.057,42.13
West,1913,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.061,42.13
West,1914,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.066,42.13
West,1915,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.07,42.13
West,1916,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.075,42.13
West,1917,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.079,42.13
West,1918,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.084,42.13
West,1919,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.088,42.13
West,1920,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.093,42.13
West,1921,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.097,42.13
West,1922,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.102,42.13
West,1923,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.106,42.13
West,1924,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.111,42.13
West,1925,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.115,42.13
West,1926,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.12,42.13
West,1927,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.124,42.13
West,1928,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1929,300000,16.0,16.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1930,300000,17.0,17.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1931,300000,18.0,18.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1932,300000,19.0,19.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1933,300000,20.0,20.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1934,300000,21.0,21.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1935,300000,22.0,22.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1936,300000,23.0,23.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1937,300000,24.0,24.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1938,300000,25.0,25.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1939,300000,26.0,26.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
West,1940,300000,27.0,27.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.11,3.5,20.0,0.5,0.06,0.125,42.15
West,1941,300000,28.0,28.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.31,3.5,20.0,0.5,0.06,0.125,42.18
West,1942,300000,29.0,29.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.51,3.5,20.0,0.5,0.06,0.125,42.22
West,1943,300000,30.0,30.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.72,3.5,20.0,0.5,0.06,0.125,42.26
West,1944,300000,31.0,31.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.92,3.5,20.0,0.5,0.06,0.125,42.29
West,1945,300000,32.0,33.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.12,3.5,20.0,0.5,0.06,0.125,42.33
West,1946,300000,33.0,34.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.32,3.5,20.0,0.5,0.06,0.125,42.37
West,1947,300000,34.0,35.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.53,3.5,20.0,0.5,0.06,0.125,42.4
West,1948,300000,35.0,36.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.73,3.5,20.0,0.5,0.06,0.125,42.44
West,1949,300000,36.0,37.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.93,3.5,20.0,0.5,0.06,0.125,42.48
West,1950,300000,37.0,38.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.14,3.5,20.0,0.5,0.06,0.125,42.51
West,1951,300000,38.0,39.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.34,3.5,20.0,0.5,0.06,0.125,42.55
West,1952,300000,39.0,40.2,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.54,3.5,20.0,0.5,0.06,0.125,42.59
West,1953,300000,40.0,41.2,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.74,3.5,20.0,0.5,0.06,0.125,42.62
West,1954,300000,41.0,42.2,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.95,3.5,20.0,0.5,0.06,0.125,42.66
West,1955,300000,42.0,43.3,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.15,3.5,20.0,0.5,0.06,0.125,42.7
West,1956,300000,43.0,44.3,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.35,3.5,20.0,0.5,0.06,0.125,42.73
West,1957,300000,44.0,45.3,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.55,3.5,20.0,0.5,0.06,0.125,42.77
West,1958,300000,45.0,46.4,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.76,3.5,20.0,0.5,0.06,0.125,42.8
West,1959,300000,46.0,47.4,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.96,3.5,20.0,0.5,0.06,0.125,42.84
West,1960,350000,47.0,48.4,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,4.51,4.0,24.0,0.6,0.08,0.144,43.3
West,1961,350000,48.0,49.4,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,4.73,4.0,24.0,0.6,0.08,0.144,43.34
West,1962,350000,49.0,50.5,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,4.94,4.0,24.0,0.6,0.08,0.144,43.38
West,1963,350000,50.0,51.5,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,5.16,4.0,24.0,0.6,0.08,0.144,43.42
West,1964,350000,51.0,52.5,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,5.37,4.0,24.0,0.6,0.08,0.144,43.46
West,1965,350000,52.0,53.6,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,5.59,4.0,24.0,0.6,0.08,0.144,43.5
West,1966,350000,53.0,54.6,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,5.8,4.0,24.0,0.6,0.08,0.144,43.54
West,1967,350000,54.0,55.6,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,6.02,4.0,24.0,0.6,0.08,0.144,43.57
West,1968,350000,55.0,56.6,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,6.23,4.0,24.0,0.6,0.08,0.144,43.61
West,1969,350000,56.0,57.7,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,6.45,4.0,24.0,0.6,0.08,0.144,43.65
West,1970,350000,57.0,58.7,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,6.66,4.0,24.0,0.6,0.08,0.144,43.69
West,1971,350000,58.0,59.7,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,6.88,4.0,24.0,0.6,0.08,0.144,43.73
West,1972,350000,59.0,60.8,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,7.09,4.0,24.0,0.6,0.08,0.144,43.77
West,1973,350000,60.0,61.8,3.0,2.9,250.0,1.0,0.2,80.0,6.4,90.0,7.31,4.0,24.0,0.726,0.08,0.174,43.61
West,1974,350000,61.0,62.8,4.0,3.9,250.0,1.0,0.2,80.0,6.4,90.0,7.52,4.0,24.0,0.865,0.08,0.208,43.43
West,1975,350000,62.0,63.9,5.0,4.9,250.0,1.0,0.2,80.0,6.4,90.0,7.74,4.0,25.0,0.96,0.08,0.23,43.32
West,1976,350000,63.0,64.9,6.0,5.9,250.0,1.0,0.2,80.0,6.4,90.0,7.95,4.0,26.0,1.116,0.08,0.268,43.11
West,1977,350000,64.0,65.9,7.0,6.9,250.0,1.0,0.2,80.0,6.4,90.0,8.17,4.0,27.0,1.215,0.08,0.292,42.99
West,1978,350000,65.0,66.9,8.0,7.8,250.0,1.0,0.2,80.0,6.4,90.0,8.38,4.0,28.0,1.256,0.08,0.302,42.97
West,1979,350000,66.0,68.0,9.0,8.8,250.0,1.0,0.2,80.0,6.4,90.0,8.6,4.0,29.0,1.431,0.08,0.343,42.73
West,1980,350000,67.0,69.0,10.0,9.8,250.0,1.0,0.2,80.0,6.4,90.0,8.81,4.0,30.0,1.519,0.08,0.365,42.63
West,1981,350000,68.0,70.0,11.0,10.8,250.0,1.0,0.2,80.0,6.4,90.0,9.03,4.0,31.0,1.57,0.08,0.377,42.59
West,1982,370000,69.0,71.1,12.0,11.8,250.0,1.0,0.2,80.0,6.4,90.0,9.24,4.0,32.0,1.657,0.08,0.398,42.49
West,1983,440000,70.0,72.1,13.0,12.7,250.0,1.0,0.2,80.0,6.4,90.0,9.46,4.0,33.0,1.738,0.08,0.417,42.4
West,1984,510000,71.0,73.1,14.0,13.7,300.0,1.0,0.2,80.0,6.4,90.0,9.67,4.15,34.0,1.882,0.08,0.452,42.31
West,1985,580000,72.0,74.2,15.0,14.7,400.0,1.0,0.2,80.0,6.4,90.0,9.89,4.59,35.0,1.972,0.08,0.473,42.46
West,1986,650000,73.0,75.2,16.0,15.3,500.0,1.0,0.2,110.0,8.8,90.0,10.1,5.03,36.0,2.027,0.08,0.486,42.68
West,1987,720000,74.0,76.2,17.0,15.8,600.0,1.0,0.2,140.0,11.2,90.0,10.32,5.47,37.0,2.121,0.08,0.509,42.83
West,1988,790000,75.0,77.2,18.0,16.3,700.0,1.0,0.2,170.0,13.6,90.0,10.53,5.9,38.0,2.228,0.08,0.535,42.96
West,1989,860000,76.0,78.3,19.0,16.8,800.0,1.0,0.2,200.0,16.0,90.0,10.75,6.34,39.0,2.318,0.08,0.556,43.12
West,1990,930000,77.0,79.3,20.0,17.4,900.0,1.0,0.2,230.0,18.4,90.0,10.96,6.78,40.0,2.418,0.08,0.58,43.27
West,1991,1000000,78.0,80.3,21.0,17.9,1000.0,1.0,0.2,260.0,20.8,90.0,11.25,7.28,41.0,2.466,0.08,0.592,43.54
West,1992,1070000,79.0,81.4,22.0,18.4,1100.0,1.0,0.2,290.0,23.2,90.0,11.43,7.68,42.0,2.542,0.08,0.61,43.7
West,1993,1140000,80.0,82.4,23.0,18.9,1200.0,1.0,0.2,320.0,25.6,90.0,11.88,8.32,43.0,2.62,0.08,0.629,44.04
West,1994,1210000,81.0,83.4,24.0,19.4,1300.0,1.0,0.2,350.0,28.0,90.0,12.32,8.97,44.0,2.742,0.08,0.658,44.32
West,1995,1280000,82.0,84.5,25.0,19.9,1400.0,1.0,0.2,380.0,30.4,90.0,12.34,9.25,45.0,2.924,0.08,0.702,44.2
West,1996,1350000,83.0,85.5,26.0,20.4,1500.0,1.0,0.2,410.0,32.8,90.0,12.32,9.47,46.0,3.12,0.1,0.749,44.02
West,1997,1420000,84.0,86.5,27.0,20.9,1600.0,1.0,0.2,440.0,35.2,90.0,12.46,9.83,47.0,3.22,0.201,0.773,44.1
West,1998,1490000,85.0,87.5,28.0,21.4,1700.0,1.0,0.2,470.0,37.6,90.0,12.82,10.42,48.0,3.269,0.296,0.749,44.45
West,1999,1560000,86.0,88.6,29.0,21.9,1800.0,1.0,0.2,500.0,40.0,90.0,13.06,10.88,49.0,3.263,0.383,0.716,44.78
West,2000,1630000,87.0,89.6,30.0,22.4,1900.0,1.0,0.2,530.0,42.4,90.0,12.92,10.95,50.0,3.393,0.483,0.706,44.59
West,2001,1700000,88.0,90.6,31.0,22.9,2000.0,1.0,0.2,560.0,44.8,90.0,13.01,11.26,51.0,3.517,0.582,0.694,44.59
West,2002,1770000,89.0,91.7,32.0,23.4,2100.0,1.0,0.2,590.0,47.2,90.0,13.1,11.55,52.0,3.573,0.672,0.673,44.69
West,2003,1840000,90.0,92.7,33.0,23.9,2200.0,1.0,0.2,620.0,49.6,90.0,13.28,11.93,53.0,3.809,0.792,0.676,44.58
West,2004,1910000,91.0,93.7,34.0,24.4,2300.0,1.0,0.2,650.0,52.0,90.0,13.38,12.23,54.0,4.031,0.914,0.676,44.43
West,2005,1980000,92.0,94.8,35.0,24.9,2400.0,1.0,0.2,680.0,54.4,90.0,13.32,12.34,55.0,4.147,1.018,0.661,44.3
West,2006,2050000,93.0,95.8,36.0,25.4,2500.0,1.0,0.2,710.0,56.8,90.0,13.51,12.73,56.0,4.176,1.101,0.637,44.53
West,2007,2120000,94.0,96.8,37.0,26.0,2600.0,1.0,0.2,740.0,59.2,90.0,13.85,13.3,57.0,4.419,1.234,0.636,44.55
West,2008,2190000,95.0,100.0,38.0,26.5,2700.0,1.0,0.2,770.0,61.6,90.0,14.01,13.66,58.0,4.645,1.367,0.633,43.91
West,2009,2260000,96.0,104.0,39.0,27.0,2800.0,1.0,0.2,800.0,64.0,90.0,14.14,13.97,59.0,4.515,1.406,0.593,43.65
West,2010,2330000,97.0,108.0,40.0,27.5,2900.0,1.0,0.2,830.0,67.4,90.0,13.94,13.87,60.0,4.66,1.517,0.581,42.73
West,2011,2400000,98.0,112.0,41.0,28.0,3000.0,1.0,0.24,860.0,144.9,83.15,13.94,14.02,61.0,4.651,1.583,0.555,44.04
West,2012,2470000,99.0,116.0,42.0,28.5,3100.0,2.4,0.35,890.0,225.6,74.65,14.21,14.5,62.0,4.782,1.69,0.543,45.42
West,2013,2540000,100.0,120.0,43.0,29.0,3200.0,6.3,0.41,920.0,285.0,69.03,13.82,14.12,63.0,4.885,1.788,0.527,45.63
West,2014,2610000,101.0,124.0,44.0,29.5,3300.0,9.0,0.47,950.0,337.3,64.49,13.49,13.81,64.0,5.012,1.894,0.514,45.67
West,2015,2680000,102.0,128.0,45.0,30.0,3400.0,22.0,0.7,980.0,490.0,50.0,15.2,16.2,65.0,4.8,2.0,0.5,59.0
West,2016,2750000,103.0,132.0,46.0,31.0,3500.0,26.0,0.8,1010.0,556.0,45.0,15.4,16.6,66.0,4.9,2.1,0.5,60.0
West,2017,2820000,104.0,136.0,47.0,31.0,3600.0,30.0,0.9,1040.0,624.0,40.0,15.6,17.0,67.0,5.0,2.2,0.5,61.0
West,2018,2890000,105.0,140.0,48.0,32.0,3700.0,35.0,1.0,1070.0,695.0,35.0,15.8,17.4,68.0,5.1,2.3,0.4,62.0
West,2019,2960000,106.0,144.0,49.0,32.0,3800.0,40.0,1.1,1100.0,768.0,31.0,16.0,17.8,69.0,5.2,2.4,0.4,63.0
West,2020,3030000,107.0,148.0,50.0,33.0,3900.0,45.0,1.2,1130.0,844.0,27.0,16.2,18.2,70.0,5.3,2.5,0.4,64.0
West,2021,3100000,108.0,152.0,51.0,33.0,4000.0,51.0,1.3,1160.0,922.0,22.0,16.4,18.6,71.0,5.4,2.6,0.4,65.0
West,2022,3170000,109.0,156.0,52.0,34.0,4100.0,57.0,1.4,1190.0,1003.0,18.0,16.6,19.0,72.0,5.5,2.7,0.4,66.0
West,2023,3240000,110.0,160.0,53.0,34.0,4200.0,63.0,1.5,1220.0,1087.0,15.0,16.8,19.4,73.0,5.6,2.8,0.3,67.0
